#OTUID	KOSMOS.D1.MPBS	KOSMOS.D15.MPAS	KOSMOS.D24.MPAS	KOSMOS.D32.MPAS	KOSMOS.D36.MPAS	KOSMOS.D42.MPAS	KOSMOS.D48.MPAS	KOSMOS.D8.MPAS
D_3__Rhodospirillales_D_4__Terasakiellaceae$1e1955d2128932bb24b124ae4da0eeae	0	0	0	0	0	0	4	0
1e8ebd29262e24462acfb0dbc22c5932$Unassigned	0	0	0	0	0	0	0	4
D_3__SAR11_clade_D_4__Clade_II$1f066b085398830c137fb182f4bdc7d3	0	0	0	0	0	0	0	4
D_3__Desulfobacterales_D_4__Desulfobulbaceae$1ffc00157eb656c9978e0cb7591e5235	0	0	0	0	0	0	0	4
D_3__Desulfuromonadales_D_4__Sva1033$22cf3864c9398ffce099a63b523ea6fd	0	0	0	0	0	0	4	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$25b0812bb54e6bb54cb278b48f80b224	0	0	0	0	0	4	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$25f6a84d40bac3fb468594d85f7390e4	0	0	0	0	0	0	4	0
27422538776f6beafd8b97197433ce2a$Unassigned	0	0	0	0	0	4	0	0
D_3__Caulobacterales_D_4__Parvularculaceae$2954cc3a19369eac1b0345494b5629b8	0	0	0	0	0	4	0	0
29a3f45f899e327c90cf70053ad1fc8d$Unassigned	0	0	0	0	0	0	0	4
D_3__SAR11_clade_D_4__Clade_II$29bf870611e776325a31d17364674a7b	0	0	0	0	0	0	4	0
2adfd7e927879aacd37233f2e6edd732$Unassigned	0	0	0	0	4	0	0	0
2cbab315fe339e6f110458c14e5c26cf$Unassigned	0	0	4	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$2d6d85806b361d99610dc32827094e6a	0	0	0	4	0	0	0	0
2f2561798cc89bb1a1f3cdbeb1bae230$Unassigned	0	0	4	0	0	0	0	0
2f2db82200c4805dc474d00565eb0460$Unassigned	0	0	4	0	0	0	0	0
2fece004767605d309597734a53d792a$Unassigned	0	0	0	0	0	0	4	0
31cb015860c962ae8005ec49fee15a6f$Unassigned	0	0	0	0	0	4	0	0
3321ed977a2b68faf526b6737d802464$Unassigned	0	0	4	0	0	0	0	0
D_3__Candidatus_Kaiserbacteria_D_4__uncultured_bacterium$33c89c4b9a63b4ed17396913b788d80d	0	0	0	0	0	0	4	0
341ebd573d177de0e8431f75ccbee462$Unassigned	0	0	4	0	0	0	0	0
D_3__Flavobacteriales_D_4__Cryomorphaceae$3464c8f6d2d0222fa147f9f3d6a6ee09	0	0	0	0	0	4	0	0
D_3__Holosporales_D_4__Holosporaceae$350e6f3e0f2a91d832015922af2f69d8	0	4	0	0	0	0	0	0
D_3__Bdellovibrionales_D_4__Bacteriovoracaceae$35483671dacc03ead7d38a83282e92e7	0	4	0	0	0	0	0	0
3565f74b71cf0bbdf97aa0cadf18a4db$Unassigned	0	4	0	0	0	0	0	0
35e6afef8c59ef9574d28292efc58a4e$Unassigned	0	0	0	0	0	4	0	0
D_3__Clostridiales_D_4__Lachnospiraceae$3618ecb1a9cd783788e59002dde377fe	0	0	0	0	0	0	0	4
369bd12595dc010cc11031a271c44567$Unassigned	0	0	4	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$36ee4ce02255450a7bf4b61d07d62b57	0	0	4	0	0	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$37b5b73f2416432a234d1f04febd220a	0	0	0	4	0	0	0	0
386a6cfda0fdaf026ec094149c4cf1ec$Unassigned	4	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$3a2a82e417a7810f6fb4481a719ad468	0	0	0	0	0	4	0	0
3adb5d19b72326eb74af331a60b315fb$Unassigned	0	0	0	0	0	0	4	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$3b06ac066f0b4f8c3ebdcae7eb4282e1	4	0	0	0	0	0	0	0
3b2a1df5a915cf456c14cf9f6dbdd4c4$Unassigned	0	0	0	0	0	0	4	0
3b74b54a57cec67d9e322a7a99ee4096$Unassigned	0	4	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$3e43bdee5edc382188fe592a5a48a3a0	0	4	0	0	0	0	0	0
3e8617caa472b38f84361d0c61171266$Unassigned	4	0	0	0	0	0	0	0
3f4a0110215070885cff3a1b400da9a6$Unassigned	0	0	0	4	0	0	0	0
D_3__Francisellales_D_4__Francisellaceae$40ed88e249190f6f1716f58c07087fc1	0	0	0	0	0	4	0	0
425492dc0d12f7ed131cc7de091cec00$Unassigned	0	4	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$441935ad2c9367e91314cf451009cdcd	0	0	0	0	0	4	0	0
44c286cc1008f3df79c9abbbda06b6ef$Unassigned	0	0	0	0	0	4	0	0
D_3__Synergistales_D_4__Synergistaceae$4586d7d425b096ab8d1a61b50c402565	0	0	4	0	0	0	0	0
D_3__Nitrospinales_D_4__Nitrospinaceae$45c5c84c43371889b131416b2066368b	0	0	0	0	0	4	0	0
472afb04f1cb8ee57cc99df8cfce882d$Unassigned	0	0	0	0	0	4	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$48f8ef9799d1b0a5cae2d4e6a25de5ce	0	0	4	0	0	0	0	0
D_3__Clostridiales_D_4__Clostridiaceae_1$496af452043df7a7241378f3c669b37d	4	0	0	0	0	0	0	0
498d561afbc5e133ba2b419fa70a74c2$498d561afbc5e133ba2b419fa70a74c2	0	0	0	0	0	4	0	0
D_3__Puniceispirillales_D_4__SAR116_clade$49b9ee7b4695c539e94eb363ad429546	0	0	4	0	0	0	0	0
D_3__Bacillales_D_4__Planococcaceae$4ab8012d994930735556d1ac9ff4e61d	0	0	4	0	0	0	0	0
D_3__Cytophagales_D_4__Cyclobacteriaceae$4ae74a6e8e36db142d6569593e5391ff	0	0	0	0	4	0	0	0
4dfb11f811aa9e245ef5933bc3502b3c$Unassigned	4	0	0	0	0	0	0	0
5383935ec8e7e325b316902928f18c9b$Unassigned	0	0	0	0	4	0	0	0
5431f020c1684e9997627578e52fd6a2$Unassigned	0	0	0	0	0	4	0	0
D_3__Desulfuromonadales_D_4__Sva1033$54ab719b2d556fff0434f0d2f24a7634	0	0	0	4	0	0	0	0
55995ee0012139388261855e15d36123$Unassigned	0	0	0	0	0	0	0	4
D_3__Betaproteobacteriales_D_4__Aquaspirillaceae$563d4534e068632e175b4d768d8d9a1a	0	4	0	0	0	0	0	0
5718994b7f7cd19162d4f9e1c02c1171$Unassigned	0	0	0	0	4	0	0	0
57a55bd3bbf475a089b65f58f99d8a20$Unassigned	0	0	0	0	0	0	4	0
58a2b8e5c1224446e7c072789a34d79d$Unassigned	0	0	4	0	0	0	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$5990d008b50d17d734edfa6e9a1d4dde	0	0	0	4	0	0	0	0
5c6e279f97f20c50fa773037726f9b0f$Unassigned	0	0	0	0	0	0	0	4
5cd42dbbc183c01be225be2ef0a8b0ea$Unassigned	0	0	0	4	0	0	0	0
D_3__Rhizobiales_D_4__Methyloligellaceae$5d135cd5851c4f3b86ddef264b9e9d16	0	4	0	0	0	0	0	0
D_3__Coxiellales_D_4__Coxiellaceae$5d9ddf18d0017746de4e58d7e273c3d4	0	0	0	0	0	0	0	4
D_3__Desulfobacterales_D_4__Desulfobulbaceae$5eae8b5e538c0ec4ee098532fb96b01f	0	0	0	4	0	0	0	0
5f2880783d221ff417576c47dbaec6a4$Unassigned	0	0	0	0	0	4	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$600a53e25c22f65be89c0c339679945e	0	0	0	0	0	0	0	4
60421efc2eb4fe19c5481ce818312e94$Unassigned	0	4	0	0	0	0	0	0
D_3__Chromatiales_D_4__Sedimenticolaceae$61efdc758caa7145c3ed536ca15738cd	0	0	0	0	0	0	4	0
D_3__Pirellulales_D_4__Pirellulaceae$61f580822ff915e85138a1f0beaad3c8	0	0	0	0	0	4	0	0
62247001f0bafcc203d26d914fa5fbc4$Unassigned	0	4	0	0	0	0	0	0
D_3__Rhodospirillales_D_4__Magnetospiraceae$62609a1e02fc503402c1c83d08459e0f	0	0	0	0	0	0	4	0
62925f23785612641fc2a0adc1a3f184$Unassigned	0	0	0	4	0	0	0	0
62ee045344bb1775b564bf146de8ee0a$Unassigned	0	0	0	0	0	0	4	0
D_3__Rokubacteriales_D_4__uncultured_bacterium$63ada93b16e287d6fda767904144d8a6	0	0	0	0	0	0	4	0
63c82869d0f9357b420673f4bb87be77$Unassigned	0	0	0	0	0	0	4	0
D_3__Alteromonadales_D_4__Alteromonadaceae$64219882a903ed039ab015f3f5b2c38d	0	0	0	4	0	0	0	0
64544908d50fdda79646ac80b1ea27e9$Unassigned	0	0	0	0	0	4	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$64919b598b1ac1eb4bc62e02ffeec5c2	0	4	0	0	0	0	0	0
D_3__Oligoflexales_D_4__Oligoflexaceae$65f5b9f3efa530e603e72f4fac7c60b8	0	0	0	0	0	4	0	0
$67ca9902eb2494361eeebbfcc918884b	0	0	0	0	4	0	0	0
D_3__Thermoanaerobaculales_D_4__Thermoanaerobaculaceae$67e1761069be578a2151199a045409ac	0	4	0	0	0	0	0	0
68da54b2f9b1feb43bf5669931cde746$Unassigned	0	0	0	0	0	0	0	4
D_3__Steroidobacterales_D_4__Woeseiaceae$693e45688d5aeb29f460c390e72fd284	0	0	0	0	0	4	0	0
69e8a5834daf6239a97e9ec5cdb20b32$Unassigned	0	0	0	0	0	0	0	4
D_3__Campylobacterales_D_4__Thiovulaceae$6a665f8375e22a69f39c4fb259ef11c3	0	0	0	4	0	0	0	0
D_3__Cellvibrionales_D_4__Halieaceae$6a91641c75b2c988e8d8cf04cfa17970	0	0	4	0	0	0	0	0
D_3__Thiotrichales_D_4__Thiotrichaceae$6b2d9e8a15f68863767baa13d8047779	0	4	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$6d05d5e5e4d98aa4d4a4fc67f866bda9	0	0	0	0	0	0	0	4
$6e24925e69553fbbdf50aa03bb387f31	4	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$6e6f88fa8cf7c4da77304803aa8c384a	0	0	0	4	0	0	0	0
D_3__Solirubrobacterales_D_4__67-14$7151da6f0c0d8abf8cdd16ca3940f227	0	0	0	4	0	0	0	0
71e2668baa07dba0ecd24c6cecc3f0e6$Unassigned	0	0	4	0	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$7211e69a8214ffadb36f3773557e542e	0	0	0	0	0	4	0	0
D_3__Clostridiales_D_4__Ruminococcaceae$72fba3326acbf167e20ace5dd97ff01f	0	4	0	0	0	0	0	0
76bef32b302e6d21091881c41695408f$Unassigned	0	0	4	0	0	0	0	0
7789d3d922243e0b534e3047e780f430$Unassigned	0	0	0	0	0	0	4	0
D_3__Bacteroidales_D_4__Marinifilaceae$78dfe5b49471317a31608489cbd11cd8	4	0	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Crocinitomicaceae$7b61bf807bc9d9348bf855983293cf98	0	4	0	0	0	0	0	0
7ca084c9abc813388b98c239fe30a8d9$Unassigned	0	0	0	0	0	0	4	0
7f98dba4e50c74e0edb3784d048cd406$Unassigned	0	4	0	0	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$80088e8d62d436c9b209c556e52644a0	0	0	0	4	0	0	0	0
D_3__Vibrionales_D_4__Vibrionaceae$8014c48b135c53fa64aa5b56c73a7a69	0	4	0	0	0	0	0	0
D_3__UBA10353_marine_group_D_4__uncultured_bacterium$815c827b02e69e850024217efce2f73f	0	0	0	0	0	4	0	0
81df3d47cfb8e3eea26e256f9cdab88d$Unassigned	0	0	0	0	0	4	0	0
82ba65691ade1a62929279b2cbf708a3$Unassigned	0	0	0	0	0	4	0	0
834503fe346a8faf2055881b7c258209$Unassigned	0	0	0	0	0	0	0	4
D_3__uncultured$84d9d712b2f6700f7990d25a9fec9512	0	0	0	0	4	0	0	0
8837bbb58d83a475a64566bb371aed0b$Unassigned	0	0	4	0	0	0	0	0
899b4eebccd1228604f5a9788c281619$Unassigned	0	4	0	0	0	0	0	0
D_3__Opitutales_D_4__Puniceicoccaceae$89b351124934a4af57c0a43532c2efbe	0	0	0	4	0	0	0	0
D_3__Rhodospirillales_D_4__AEGEAN-169_marine_group$8b9503615a65eae58c8097fe8f125701	0	0	0	4	0	0	0	0
8cc1f87a789387f262588c009bec6f1a$Unassigned	0	0	0	4	0	0	0	0
D_3__Betaproteobacteriales_D_4__Nitrosomonadaceae$8f2e70da16a87e39ded0c3d7cce3e7d8	0	0	0	0	0	0	4	0
8f81fc6e7ac4f3265385dca194738796$Unassigned	4	0	0	0	0	0	0	0
D_3__Betaproteobacteriales_D_4__Burkholderiaceae$8fc7521f2d11eb5dd53432c7ed3dddf3	0	0	0	0	0	0	0	4
D_3__Chitinophagales_D_4__Saprospiraceae$91e0e7e00af01453bdb99acc9b616668	0	0	0	0	4	0	0	0
93102a3338ce1479a57883b083c7282d$Unassigned	0	4	0	0	0	0	0	0
954bca7387b378682d30baf703a71fec$Unassigned	0	0	0	0	0	4	0	0
95c680b72aad68664a3b1d488d0009d6$Unassigned	0	4	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$9667ec06d51881b95fbbe682b94080e7	0	0	0	0	0	4	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$97d7b4603e581d579dac63ce4d1252f9	0	0	0	0	0	4	0	0
9b58efe7f37e54d3fc3bb837eb7e9a11$Unassigned	0	4	0	0	0	0	0	0
D_3__Izimaplasmatales_D_4__Izimaplasmataceae$9c0d77aa33ee8bc024cd0fcd94875d87	0	0	0	4	0	0	0	0
9c670a09723b2aa8d8fa08fd9965e06b$Unassigned	0	0	0	4	0	0	0	0
9db3c5485f0cb6c3a693484ef872daf5$Unassigned	0	0	0	0	0	4	0	0
D_3__Verrucomicrobiales_D_4__Rubritaleaceae$9db3cce454bc8453816e324401f1a7bc	0	0	0	0	0	0	4	0
D_3__Izimaplasmatales_D_4__Izimaplasmataceae$9e8dfdc47cb384fc5f60b932d5903f10	0	0	0	4	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$9fba38dc55eb439890cdc76c10056118	0	0	0	0	0	0	4	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$a21d865b254cc3c2c7dde21af0998d25	0	4	0	0	0	0	0	0
D_3__uncultured_bacterium_D_4__uncultured_bacterium$a3b6dcb25d2a9bd389896674da682e87	0	4	0	0	0	0	0	0
a3bc33fcccceebce647515c35dc0bc75$Unassigned	0	0	0	0	0	0	4	0
D_3__Campylobacterales_D_4__Arcobacteraceae$a58ea7ad795c960336ef1819ba512e5c	0	0	0	0	4	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$a63ff52dde3bf0a71df1fcda9b122b7d	0	0	4	0	0	0	0	0
a6fd2d00a1797b607397a8b932e5dc40$Unassigned	0	0	0	4	0	0	0	0
a8cf0312ab027b98a53df84414717dbf$Unassigned	0	0	0	0	0	4	0	0
aa7bea882fa36a03eea0d62ebd5cd7df$Unassigned	0	0	0	0	0	4	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$aa90ad468cb7c12377f6ef840d09fe16	0	0	4	0	0	0	0	0
ab38be45111b5976449c20bd48b70f8d$Unassigned	0	0	0	0	0	0	4	0
D_3__Gaiellales_D_4__uncultured$ac2a88220c4b6cf5d46c715fa08fee3e	4	0	0	0	0	0	0	0
D_3__Myxococcales_D_4__MidBa8$ac6df7dac1dfe15c61f522cb527eae95	0	0	0	4	0	0	0	0
aded094f90b9a1813f499edc3f3d9f11$Unassigned	0	0	0	0	0	0	0	2
D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$afd5086c7ece7cb73b74549a775041fa	0	0	4	0	0	0	0	0
D_3__Thiohalorhabdales_D_4__Thiohalorhabdaceae$b0314aed5614f8447412a1e8c034a27a	0	0	0	0	0	4	0	0
D_3__Campylobacterales_D_4__Sulfurovaceae$b0365015b5442dd3d1aecdb93f453cd4	0	0	4	0	0	0	0	0
b1cbdc4dd1ef93d8ff2dd7acd49eaa89$Unassigned	0	0	0	0	0	0	4	0
D_3__Campylobacterales_D_4__Sulfurovaceae$b3ad9a1c7629733a4880fa50e34c9c45	0	4	0	0	0	0	0	0
D_3__Micavibrionales_D_4__Micavibrionaceae$b41d1c3ff49acf7028eeb589c1bd5aab	0	0	0	0	0	4	0	0
b4c206a0f4a443c80d2aaa42743c1268$Unassigned	0	0	0	4	0	0	0	0
D_3__Sphingomonadales_D_4__Sphingomonadaceae$b57fc0422703ea181260ae588c8e2658	0	0	0	4	0	0	0	0
b74ebd87c9e450837b9542d9e0dba971$Unassigned	0	0	4	0	0	0	0	0
D_3__Deinococcales_D_4__Deinococcaceae$b7f08876fc76a9d0af53dad3a765762e	0	0	0	0	0	0	4	0
D_3__Bacteroidales_D_4__Marinifilaceae$b803ee2fd4ea1b3cd5cb5fea1091b424	0	0	0	4	0	0	0	0
D_3__Rhodobacterales_D_4__Rhodobacteraceae$b979abb98a6a0eb40eaec1c303e3b992	0	0	0	0	0	4	0	0
D_3__Campylobacterales_D_4__Thiovulaceae$ba15b92fd66e97fecb7c81e428a44f63	0	4	0	0	0	0	0	0
ba776181f7f098f1b35b63fe0e4df878$Unassigned	0	0	0	0	0	0	4	0
bd3c35df0d63938cfec68b522a9aa7e2$Unassigned	0	0	0	4	0	0	0	0
bd912ebd092cd2422be82c59c6a308dd$Unassigned	0	0	0	0	4	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$bdf8f339aa79143a071dc4d5a0dff8f2	0	4	0	0	0	0	0	0
D_3__Thermoanaerobaculales_D_4__Thermoanaerobaculaceae$bf32aa3e968f6ff3d968e408be17d5cf	0	0	0	4	0	0	0	0
D_3__Desulfuromonadales_D_4__Sva1033$bf339e66062ab8a1043e83bf0c4f2d54	0	0	0	4	0	0	0	0
c26e460be51b416922715bde342e938a$Unassigned	0	0	0	0	4	0	0	0
c32c8b19f1b30095172b82d4db554bdd$Unassigned	0	0	2	2	0	0	0	0
c6d2e65b38e6c7b383d8b9daf8c4e55e$Unassigned	4	0	0	0	0	0	0	0
c715dd3d3ba80674b656c467120f6b70$Unassigned	0	0	0	4	0	0	0	0
c7ddcf0f1397b84612611b1854688d52$Unassigned	4	0	0	0	0	0	0	0
D_3__Chromatiales_D_4__Sedimenticolaceae$c9096fb8e9b9dbfd240d1daa4717c2e1	0	0	0	4	0	0	0	0
c96b7f3743b5b1ac5dbb2f68a606f441$Unassigned	4	0	0	0	0	0	0	0
D_3__Sphingobacteriales_D_4__Lentimicrobiaceae$c9d3c1b4ea9580d20e390f32d020e9b0	0	4	0	0	0	0	0	0
D_3__Babeliales_D_4__uncultured_bacterium$ca0e1fc762edef9edd5060cbc960d0c3	0	0	4	0	0	0	0	0
D_3__Cloacimonadales_D_4__MSBL8$cacd907fb6f669634c3fb1bca3bce71f	0	0	0	0	0	4	0	0
cb72207e1e21614503b8114226c00a74$Unassigned	4	0	0	0	0	0	0	0
D_3__Izimaplasmatales_D_4__Izimaplasmataceae$cbadb778e37c6d7c5585a283a3f35ef1	0	4	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__NS9_marine_group$ce9aa2d2e2cf8d21ebec296a7bbc6f03	0	0	4	0	0	0	0	0
D_3__Chitinophagales_D_4__Chitinophagaceae$ceb784c8a5bfd19e0a4dcd94cf0b4c90	0	4	0	0	0	0	0	0
$cece2feee75d987f5c84570ac6ac797a	0	0	4	0	0	0	0	0
D_3__Chitinophagales_D_4__Saprospiraceae$cfa983e8db68e4fd5cc24f63588a5cd8	0	4	0	0	0	0	0	0
D_3__UBA10353_marine_group_D_4__uncultured_bacterium$d043627da5c2a7a9101aaf5963fe7da1	0	4	0	0	0	0	0	0
d07d4781cc4d1c828294853b52d9ed1a$Unassigned	0	0	0	0	0	0	0	4
D_3__Fusobacteriales_D_4__Fusobacteriaceae$d094ff26d5d3086db6de43e87338e5b3	0	4	0	0	0	0	0	0
D_3__Micavibrionales_D_4__Micavibrionaceae$d24bce8b38e1e53ba86f71eb149fb297	0	0	0	4	0	0	0	0
D_3__SAR11_clade_D_4__Clade_II$d2784562eecd36580311f16d41cbd814	0	0	4	0	0	0	0	0
d2ba5de466aa8532c9340c4598565d8b$Unassigned	0	0	0	0	0	0	0	4
D_3__Thiomicrospirales_D_4__Thioglobaceae$d33b15fb6e40eecd7dfdeda21049612b	0	0	0	4	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobulbaceae$d7aab9a504c8358241db0241bc4952eb	0	4	0	0	0	0	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$da2896aa7859a8ed584225479a594852	0	4	0	0	0	0	0	0
daa0f3fa240953f3599c95292ad335a5$Unassigned	0	0	0	0	0	0	0	4
D_3__SAR11_clade_D_4__Clade_II$dbd091a31c22889e811ec4ba477d5b51	4	0	0	0	0	0	0	0
dc712271cbaffd9e8eb0cdf139e025ff$Unassigned	0	4	0	0	0	0	0	0
ddfc83e55238774bdb507c48db09c525$Unassigned	0	0	0	0	0	4	0	0
D_3__Thiotrichales_D_4__Thiotrichaceae$de3067bb2d26d8d55e6790fffc704480	0	0	4	0	0	0	0	0
de728c735cde00a30386938a281a6365$Unassigned	0	0	0	0	0	4	0	0
D_3__Clostridiales_D_4__Lachnospiraceae$df17ed1fa8c47eddef0143f20227c103	0	0	4	0	0	0	0	0
D_3__Alteromonadales_D_4__Marinobacteraceae$dfe781759580d6c4c129ee0bfe0b8350	0	0	0	0	0	0	4	0
e0083e913a1b9bc738eb6ba8e8b9b69c$Unassigned	0	0	0	0	0	0	0	2
e3ff1343e646416d3eb5311aadae2711$Unassigned	0	0	0	0	0	0	0	4
D_3__Oceanospirillales$e4dfe73c9bf11fb502e05a4dae71c86f	0	0	0	0	0	0	4	0
D_3__Opitutales_D_4__Puniceicoccaceae$e5edc02603034a563929840d8758e56c	0	0	0	0	4	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$e6480fe7e42a304e27f8599a93259739	0	0	0	0	0	0	4	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e7312173a5c4888b8e985cedbbc986d3	0	0	0	0	0	0	4	0
e878a46f5ef491449827a5c80a1dcbee$Unassigned	0	0	0	0	0	4	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$e9c83ec20d581d4a7f8cce400a3e606f	0	0	0	4	0	0	0	0
D_3__Oligoflexales_D_4__053A03-B-DI-P58$ea00e38b5875d6bb011f38d05939d435	0	0	0	0	0	0	0	4
D_3__EPR3968-O8a-Bc78_D_4__uncultured_marine_bacterium$eda6e6e7f84d22ff45ba40c3ffe37e6a	0	0	0	0	0	0	4	0
D_3__Candidatus_Pacebacteria_D_4__uncultured_bacterium$f10029756eaafdef3d8292ba61a593b1	4	0	0	0	0	0	0	0
f1268079d002bb7cdd6d47e0e074ba18$Unassigned	0	0	0	0	0	0	4	0
f2395a33fe96d0cda8d2c29fedecf4e2$Unassigned	0	0	0	4	0	0	0	0
f2e6028047896efbde73f8a1074ad33d$Unassigned	0	0	0	0	0	0	0	4
f39cc89689c4715bb85aff3436d3488d$Unassigned	0	0	4	0	0	0	0	0
f4dced154367bc697669fe70dc9aa571$Unassigned	0	4	0	0	0	0	0	0
f513112416843c209e362bf670961605$Unassigned	0	0	0	0	0	4	0	0
f55791173e1076f841c83806ad5fe4c9$Unassigned	4	0	0	0	0	0	0	0
D_3__Steroidobacterales_D_4__Woeseiaceae$f575e93d343b80e33edf0e4908a009e5	0	0	0	0	0	0	0	4
f5b571c377be781e4a424b97b0b78c01$Unassigned	0	0	0	4	0	0	0	0
D_3__Microtrichales_D_4__Microtrichaceae$f839ed3ae25df695e22e18daaf6fcbeb	0	0	4	0	0	0	0	0
f85a1de9a21f7e0727097c6106481605$Unassigned	4	0	0	0	0	0	0	0
D_3__SAR11_clade_D_4__Clade_I$f8d4f96832824f22d2a57ee38f5892c0	0	0	0	0	0	4	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$f94139d4d0ef39f0500ae58aec31395d	0	0	0	0	0	0	0	4
D_3__Milano-WF1B-44$fa06aa8d833c466204846fb6ce4416c7	0	0	0	0	4	0	0	0
D_3__Spirochaetales_D_4__Spirochaetaceae$feb227e9f2aaece06eb1229ed442c225	0	0	0	0	0	4	0	0
D_3__Campylobacterales_D_4__Sulfurovaceae$fece2e6f3ac761cc649515d8cf4446b5	0	0	0	0	0	0	0	4
D_3__Flavobacteriales_D_4__NS9_marine_group$ff5168cd0fa7c671e5df75d1c8c651fb	0	0	0	0	0	4	0	0
D_3__Flavobacteriales_D_4__Flavobacteriaceae$0079c55cb978a84ffd28c13533da3f91	0	0	0	3	0	0	0	0
02149dc0deef8b69f33ab6e359b9cc8d$Unassigned	0	0	0	0	0	0	3	0
D_3__Propionibacteriales_D_4__Nocardioidaceae$0215e9d6ad1eb7105c2336d2af2ca1eb	0	0	0	3	0	0	0	0
0338cab81c0d92090c8b072be62c7ad1$Unassigned	0	0	3	0	0	0	0	0
03d0954a0b3c92c5b2d1d04c87f4bfe4$Unassigned	0	0	0	3	0	0	0	0
D_3__NRL2$03fac857d6370bcb37f5fc5e248a031a	0	0	0	0	0	0	3	0
D_3__Gemmatimonadales_D_4__Gemmatimonadaceae$03fd3cac82bd7f248614fc2f55e05753	0	0	0	3	0	0	0	0
05a2d4e539a2c9dd441e47c55bd9331f$Unassigned	0	3	0	0	0	0	0	0
0612127e3805ee50f3014bf2ced3cbab$Unassigned	3	0	0	0	0	0	0	0
D_3__Campylobacterales_D_4__Arcobacteraceae$07f5cd8a5bf1bdfe65dfeac46b796183	0	0	0	3	0	0	0	0
083197bf81d25402fa2ee6673c0f984d$Unassigned	0	0	0	0	0	0	0	3
D_3__Micrococcales_D_4__Micrococcaceae$086889c6dd63e95061b51b3745e6c6c2	0	0	0	0	3	0	0	0
087cad880755074b4d9cfcd20a93d1f6$Unassigned	0	0	0	0	0	0	3	0
0ab4542ab6d7c9a2fca016ef3306afd6$Unassigned	0	0	0	0	0	0	3	0
D_3__Ga0077536_Ambiguous_taxa$0b08723f63d916dbd311eede31ec2056	0	0	0	0	0	3	0	0
0bdfa4aa1c96a04fc4d90f803b51a707$Unassigned	0	0	0	0	3	0	0	0
D_3__Anaerolineales_D_4__Anaerolineaceae$0d06e92e36078854fad5624e9f4a7f1f	0	0	0	0	0	0	3	0
0d2a0d897f1158becf7af53d6c6dfc2c$Unassigned	0	0	0	0	0	0	0	3
D_3__Thiotrichales_D_4__Thiotrichaceae$0deccfc448781f5d31124edb0d68e263	0	0	0	3	0	0	0	0
D_3__Desulfovibrionales_D_4__Desulfovibrionaceae$0eff07cfd55af4634ee4970d58979a45	0	0	0	0	0	0	0	3
0f18c32eb59fac57243733d0be284a5f$Unassigned	3	0	0	0	0	0	0	0
D_3__Oceanospirillales_D_4__Saccharospirillaceae$0f8de18190b490cf767f728b0de6d652	0	0	0	3	0	0	0	0
D_3__Desulfobacterales_D_4__Desulfobacteraceae$0ff896902aff44abb1c34eff20bfc56d	0	0	0	0	0	0	0	3
D_3__Bacteroidales_D_4__Bacteroidetes_BD2-2$10b1e0246967b467cfd9e48cb50346c5	0	0	0	0	0	0	3	0
D_3__Oceanospirillales_D_4__Nitrincolaceae$1153659a6a3d41f470ddbf93a87df620	0	0	0	0	0	0	3	0
139806b057c91399734c67e33a724064$Unassigned	0	3	0	0	0	0	0	0
13b5001db06fa49a924b596b8c7790c2$Unassigned	0	0	0	0	0	3	0	0
